identifier,collection,name,url,thumbnailUrl,owner,rank,Species,Rarity Class,Head,Face,Skin,Eyes,Mouth,Earrings,Headgear,Body,Legs,LegAccessories,Background,Perk 1,Perk 2,priceCurrency,priceAmount,level,character_tokens,health,shield,talent_points_available,talent_points_total,earn_rate,Overachiever,Hodler,Grounded,Stonewall,Adrenaline Rush,Overshield,Black Widow,Galvanized,Nano Meds,Resilience,Cold Blooded,Perseverance,Escape Artist,Scavenger,Cool Moves,Brawler,Automatic Weapons Proficiency,Scatter Weapons Proficiency,Precision Weapons Proficiency,Explosive Weapons Proficiency,Elemental Weapons Proficiency
CEA-2d29f9-01fb,CEA-2d29f9,Genesis Cantina Elrond Ape #616,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/616.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d68e477d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,421,Genesis Cantina Elrond Ape,Gold,Augmented,Platinum Closed,Platinum,Steampunk,None,None,Red Beanie,Tactical Vest Blue,Tactical Pants Black,Quad Grenades 1 Black,Golden,Hodler,Precision Weapons Proficiency,,,4,1303,3049,1631,0,0,1.27,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
CEA-2d29f9-01fc,CEA-2d29f9,Genesis Cantina Elrond Ape #1806,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1806.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-e4f6d104,erd1wpcpl0dfqync8n7pvx7ua3uvh7y6hr93awarxwmvw5vq5hsnasssc6al83,1958,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,None,None,None,None,Tank Shirt Brown,Tactical Pants Green,Titan Bags Blue,Desert,Cool Moves,Overshield,,,3,6,2731,1417,0,0,1.17,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
CEA-2d29f9-01fd,CEA-2d29f9,Genesis Cantina Elrond Ape #1935,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1935.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-8bfebeab,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1931,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,None,None,None,None,Leather Vest Black,Tactical Pants Red,Radio,Desert,Overachiever,Automatic Weapons Proficiency,,,5,117,2951,1531,0,0,1.37,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
CEA-2d29f9-01fe,CEA-2d29f9,Genesis Cantina Elrond Ape #2001,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2001.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-ef9ec162,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1900,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,None,None,None,None,T Shirt Blue,Tactical Pants Brown,Titan Bags Red,Desert,Brawler,Resilience,,,2,16,2652,1376,0,0,1.08,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0
CEA-2d29f9-01ff,CEA-2d29f9,Genesis Cantina Elrond Ape #1243,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1243.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b6bd9a63,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1436,Genesis Cantina Elrond Ape,Silver,Default,Camo Closed,Camo,Love Glasses,None,None,None,Tactical Vest Brown,Rogue Pants Blue,Titan Bags Black,Artic,Overshield,Automatic Weapons Proficiency,,,3,30,2836,1469,0,0,1.17,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
CEA-2d29f9-02,CEA-2d29f9,Genesis Cantina Elrond Ape #1588,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1588.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d931bec7,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1983,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,None,None,None,None,Bandolier,Pilot Pants Brown,Tactical Bags Blue,Desert,Escape Artist,Automatic Weapons Proficiency,,,4,4,2832,1469,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0
CEA-2d29f9-0200,CEA-2d29f9,Genesis Cantina Elrond Ape #1333,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1333.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-652ce622,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,880,Genesis Cantina Elrond Ape,Silver,Default,Blue Closed,Blue,None,Mustache,None,Skull,Company Armor Black,Rogue Pants Black,Dual Grenades 1 Blue,Artic,Galvanized,Nano Meds,EGLD,1.2,2,8,2754,1427,0,0,1.08,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-0201,CEA-2d29f9,Genesis Cantina Elrond Ape #664,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/664.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-6a7b61f9,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,846,Genesis Cantina Elrond Ape,Gold,Default,Camo Open,Camo,None,Bone,None,Red Dad Hat,Pilot Armor Green,Mercenary Pants Green,Quad Grenades 1 Green,Golden,Brawler,Elemental Weapons Proficiency,,,7,1645,3489,1867,5,5,1.6,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,10,0,0,0,0,10
CEA-2d29f9-0202,CEA-2d29f9,Genesis Cantina Elrond Ape #407,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/407.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-1e8d4703,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,583,Genesis Cantina Elrond Ape,Gold,Default,Grey Open,Augmented,Monolaser,Wheat,None,Tennis Headband,Pilot Armor Black,Tactical Pants Green,Dual Grenades 1 Black,Golden,Adrenaline Rush,Scatter Weapons Proficiency,EGLD,2.0,2,9,2856,1528,0,0,1.08,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
CEA-2d29f9-0203,CEA-2d29f9,Genesis Cantina Elrond Ape #1298,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1298.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-509d5158,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,801,Genesis Cantina Elrond Ape,Silver,Augmented,Grey Closed,Augmented,Steampunk,None,None,Skull,T Shirt Orange,Tactical Pants Black,Titan Bags Red,Artic,Scatter Weapons Proficiency,Precision Weapons Proficiency,,,3,67,2836,1469,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
CEA-2d29f9-0204,CEA-2d29f9,Genesis Cantina Elrond Ape #195,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/195.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-9938ac73,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,72,Genesis Cantina Elrond Ape,Epic,Default,Zombie Open,Zombie,Monolaser,Party Blower,Punk,Tennis Headband,Titan Armor Neon,Cyborg Legs Green,Mortars Brown,Outworld,Precision Weapons Proficiency,Scatter Weapons Proficiency,,,6,1035,3443,1896,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
CEA-2d29f9-0205,CEA-2d29f9,Genesis Cantina Elrond Ape #1367,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1367.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-544f90d5,erd1ttjhnqecwwzzafuw2t4qyjaqntpd964yyc4jrf7n6r5pa9kxkaxq63kr6q,734,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,Cyborg,Pacifier,None,Viking,Company Armor Mk.2 Blue,Tactical Pants Black,Dual Grenades 1 Green,Artic,Cool Moves,Overshield,,,1,0,2700,1400,0,0,1.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
CEA-2d29f9-0206,CEA-2d29f9,Genesis Cantina Elrond Ape #593,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/593.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-15ca7c3b,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,231,Genesis Cantina Elrond Ape,Gold,Default,Gold Open,Gold,Green Visor,Cigar,Tribal,Sugegasa,Pilot Armor Orange,Tactical Pants Blue,Quad Grenades 1 Green,Golden,Black Widow,Scatter Weapons Proficiency,EGLD,1.95,2,16,2856,1528,0,0,1.08,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0
CEA-2d29f9-0207,CEA-2d29f9,Genesis Cantina Elrond Ape #1220,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1220.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-4e37f34e,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,448,Genesis Cantina Elrond Ape,Silver,Default,Gold Open,Gold,Funny Nose,Bone,None,Alien Headband,Hoodie Black,Mercenary Pants Green,Tech Belt Green,Artic,Elemental Weapons Proficiency,Automatic Weapons Proficiency,,,2,17,2754,1427,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10
CEA-2d29f9-0208,CEA-2d29f9,Genesis Cantina Elrond Ape #371,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/371.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-f95ded61,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,137,Genesis Cantina Elrond Ape,Epic,Augmented,Platinum Open,Platinum,MetaScreen EAC,Pipe,None,Black Beanie,Titan Armor Mk.2 Blue,Pilot Pants Green,Pilot Bags Green,Outworld,Adrenaline Rush,Perseverance,,,1,18,2900,1600,0,0,1.0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
CEA-2d29f9-0209,CEA-2d29f9,Genesis Cantina Elrond Ape #1761,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1761.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-792afcfc,erd1c9hyyhcpmkufngm594nrl09p6zjpvqfjx6jl6detqy4jzgpqxr6sf2dazp,1536,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,None,Exotic Flower,None,None,T Shirt Red,Tactical Pants Black,Company Bags Green,Desert,Hodler,Black Widow,,,3,16,2731,1417,0,0,1.17,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-020a,CEA-2d29f9,Genesis Cantina Elrond Ape #851,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/851.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-2a65f852,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,845,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,Love Glasses,Party Blower,None,Black Beanie,Pilot Armor Blue,Mercenary Pants Blue,Tactical Bags Yellow,Artic,Brawler,Scatter Weapons Proficiency,,,4,526,2940,1523,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0
CEA-2d29f9-020b,CEA-2d29f9,Genesis Cantina Elrond Ape #1555,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1555.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-049bebca,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1747,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,Cyborg,None,None,None,T Shirt Green,Tactical Pants Red,Ammo Belt,Desert,Overachiever,Scavenger,,,4,46,2832,1469,0,0,1.27,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
CEA-2d29f9-020c,CEA-2d29f9,Genesis Cantina Elrond Ape #1630,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1630.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-81854108,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1775,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Wheat,None,None,Bandolier,Tactical Pants Blue,Titan Bags Brown,Desert,Explosive Weapons Proficiency,Cold Blooded,,,3,40,2731,1417,0,0,1.17,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0
CEA-2d29f9-020d,CEA-2d29f9,Genesis Cantina Elrond Ape #1087,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1087.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-f4efad44,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,803,Genesis Cantina Elrond Ape,Silver,Default,Grey Open,Augmented,Green Visor,Exotic Flower,None,Tennis Headband,T Shirt Orange,Tactical Pants Green,Tactical Bags Blue,Artic,Brawler,Escape Artist,,,1,7,2700,1400,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0
CEA-2d29f9-020e,CEA-2d29f9,Genesis Cantina Elrond Ape #489,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/489.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-ff0fd573,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,316,Genesis Cantina Elrond Ape,Gold,Augmented,Gold Open,Gold,Steampunk,Octopus Tentacle,None,Sponge,Mercenary Armor Mk.2 Black,Mercenary Pants Blue,Radio,Golden,Overshield,Elemental Weapons Proficiency,EGLD,2.69,1,0,2800,1500,0,0,1.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
CEA-2d29f9-020f,CEA-2d29f9,Genesis Cantina Elrond Ape #1104,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1104.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-31c3eb4a,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,706,Genesis Cantina Elrond Ape,Silver,Default,Platinum Closed,Platinum,Cybermeta Tokyo,None,Punk,Red Dad Hat,Tactical Vest Blue,Rogue Pants Orange,Titan Bags Red,Artic,Overachiever,Black Widow,,,3,752,2836,1469,0,0,1.17,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-0210,CEA-2d29f9,Genesis Cantina Elrond Ape #301,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/301.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-e99f5125,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,343,Genesis Cantina Elrond Ape,Epic,Default,Gold Open,Gold,MetaScreen EAC,Lollipop,None,Black Beanie,Mercenary Armor Green,Mercenary Pants Orange,Tech Belt Red,Outworld,Nano Meds,Elemental Weapons Proficiency,,,6,142,3443,1896,0,0,1.48,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10
CEA-2d29f9-0211,CEA-2d29f9,Genesis Cantina Elrond Ape #1302,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1302.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-a6709822,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,911,Genesis Cantina Elrond Ape,Silver,Default,Red Closed,Red,None,None,Punk,Green Dad Hat,Rogue Armor Black,Rogue Pants Blue,Tech Belt Green,Artic,Grounded,Elemental Weapons Proficiency,,,3,35,2836,1469,0,0,1.17,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
CEA-2d29f9-0212,CEA-2d29f9,Genesis Cantina Elrond Ape #1743,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1743.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-f4f66708,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1950,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,None,None,None,None,T Shirt Red,Tactical Pants Orange,Company Bags Blue,Desert,Perseverance,Resilience,,,1,19,2600,1350,0,0,1.0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0
CEA-2d29f9-0213,CEA-2d29f9,Genesis Cantina Elrond Ape #1530,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1530.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-bcf3e86e,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1738,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,Cyborg,None,None,None,Hoodie Brown,Pilot Pants Brown,Tactical Bags Green,Desert,Overshield,Grounded,,,3,40,2731,1417,0,0,1.17,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-0214,CEA-2d29f9,Genesis Cantina Elrond Ape #1868,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1868.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-ba86bada,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1418,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,Love Glasses,None,Punk,None,Tank Shirt Orange,Pilot Pants Black,Radio,Desert,Overshield,Automatic Weapons Proficiency,,,2,18,2652,1376,0,0,1.08,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
CEA-2d29f9-0215,CEA-2d29f9,Genesis Cantina Elrond Ape #140,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/140.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-e7306db0,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,361,Genesis Cantina Elrond Ape,Epic,Default,Platinum Open,Platinum,None,Bone,Punk,Paint,Titan Armor Mk.2 Red,Mercenary Pants Orange,Dual Dagger Holster Green,Outworld,Scatter Weapons Proficiency,Nano Meds,,,20,0,7089,3902,70,70,4.47,0,9,0,0,1,10,10,0,20,10,9,0,1,0,0,10,0,10,0,0,0
CEA-2d29f9-0216,CEA-2d29f9,Genesis Cantina Elrond Ape #1169,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1169.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-1d0336ea,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1191,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,None,Bone,None,Black Beanie,Default,Tactical Pants Red,Pilot Bags Green,Artic,Elemental Weapons Proficiency,Cold Blooded,,,6,350,3206,1661,0,0,1.48,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10
CEA-2d29f9-0217,CEA-2d29f9,Genesis Cantina Elrond Ape #1851,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1851.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-51a61960,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1516,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,None,Exotic Flower,None,None,Tank Shirt Black,Pilot Pants Brown,Tactical Bags Green,Desert,Stonewall,Black Widow,,,3,10,2731,1417,0,0,1.17,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-0218,CEA-2d29f9,Genesis Cantina Elrond Ape #793,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/793.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-65197113,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1491,Genesis Cantina Elrond Ape,Silver,Default,Gold Closed,Gold,None,None,None,None,Tactical Vest Green,Tactical Pants Orange,Pilot Bags Red,Artic,Nano Meds,Scavenger,,,8,338,3538,1833,10,10,1.74,0,0,0,0,0,4,0,0,10,1,0,1,0,10,0,0,0,0,0,0,0
CEA-2d29f9-0219,CEA-2d29f9,Genesis Cantina Elrond Ape #1653,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1653.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-98c8cc81,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1557,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Candy Cane,None,None,Large Vest Brown,Tactical Pants Red,Titan Bags Blue,Desert,Grounded,Automatic Weapons Proficiency,,,1,19,2600,1350,0,0,1.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
CEA-2d29f9-021a,CEA-2d29f9,Genesis Cantina Elrond Ape #989,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/989.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-840ba7bc,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,610,Genesis Cantina Elrond Ape,Silver,Default,Platinum Open,Platinum,None,Bone,Tribal,Skull,Large Vest Orange,Tactical Pants Green,Tech Belt Red,Artic,Cool Moves,Overachiever,EGLD,2.69,1,0,2700,1400,0,0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
CEA-2d29f9-021b,CEA-2d29f9,Genesis Cantina Elrond Ape #680,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/680.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-de51b91c,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1235,Genesis Cantina Elrond Ape,Gold,Default,Camo Closed,Camo,Cyborg,None,None,None,Company Armor Mk.2 Black,Rogue Pants Orange,Pilot Bags Red,Golden,Galvanized,Overshield,,,3,23,2941,1573,0,0,1.17,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-021c,CEA-2d29f9,Genesis Cantina Elrond Ape #761,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/761.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-a9fc9c7c,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,862,Genesis Cantina Elrond Ape,Silver,Default,Robot Open,Robot,None,Party Blower,None,None,Company Armor Mk.2 Blue,Company Pants Green,Tactical Bags Brown,Artic,Stonewall,Explosive Weapons Proficiency,,,6,933,3206,1661,0,0,1.48,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
CEA-2d29f9-021d,CEA-2d29f9,Genesis Cantina Elrond Ape #2007,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2007.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-08a7a35e,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1932,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,None,None,None,None,Hoodie Brown,Tactical Pants Blue,Tactical Bags Blue,Desert,Overshield,Overachiever,,,3,144,2731,1417,0,0,1.17,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-021e,CEA-2d29f9,Genesis Cantina Elrond Ape #1469,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1469.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-53741826,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,2038,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,None,None,None,None,Tank Shirt Brown,Company Pants Black,None,Desert,Nano Meds,Black Widow,,,4,159,2832,1469,0,0,1.27,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
